"house_age","needs_renovation","house_price","house_sold","number_of_bedrooms","lot_size","garage_presence"
44,"1",809128.413029935,"1",5,468,"1"
7,"0",427291.017621388,"1",5,76,"0"
41,"0",483417.794490245,"1",3,213,"0"
24,"0",537489.256491222,"0",4,198,"1"
24,"0",370396.055106076,"0",1,93,"1"
36,"0",526251.746773342,"1",5,219,"0"
33,"0",479426.346089684,"1",1,206,"0"
18,"0",368532.949428792,"0",1,77,"1"
1,"0",619686.591380315,"1",5,200,"1"
46,"1",437678.993694636,"1",1,227,"0"
31,"0",358114.349420719,"0",1,108,"0"
48,"0",403947.643249608,"0",2,167,"1"
45,"0",719296.588086119,"1",2,401,"1"
19,"0",604856.629292143,"0",3,245,"1"
21,"0",817245.700957665,"1",3,425,"0"
26,"0",851775.747002939,"1",5,437,"1"
44,"0",304106.052796846,"1",3,82,"0"
0,"0",945875.342052028,"1",1,479,"1"
46,"0",611874.297768644,"1",4,306,"1"
1,"0",497764.277352384,"1",2,129,"1"
28,"0",802727.521037143,"0",5,403,"1"
25,"0",568248.295723503,"1",3,242,"0"
37,"0",531708.600328606,"0",4,234,"0"
39,"0",648817.339126103,"1",3,335,"0"
13,"0",466734.435982202,"1",1,151,"0"
12,"0",835251.064053634,"1",5,391,"1"
7,"0",903679.464499493,"1",3,449,"1"
9,"0",836649.052566359,"1",3,401,"1"
12,"1",735312.504477269,"1",3,362,"0"
8,"0",804893.516840767,"1",1,400,"0"
27,"0",502290.507499514,"0",2,202,"0"
18,"0",574712.252353244,"0",2,238,"0"
9,"0",788065.341083926,"1",4,355,"1"
39,"0",370318.657551763,"0",5,106,"0"
29,"0",531744.312610753,"1",5,198,"1"
4,"0",557640.133159185,"0",5,160,"1"
23,"1",519039.63452481,"1",5,205,"0"
44,"0",458835.424529932,"1",4,184,"1"
0,"1",752169.154973464,"0",2,347,"1"
3,"0",609482.379404493,"0",1,227,"1"
21,"0",663200.231159702,"0",4,297,"0"
40,"0",531184.611551283,"1",1,252,"1"
35,"0",399604.831705804,"1",5,110,"1"
18,"1",454129.724401873,"0",5,144,"0"
48,"0",672157.987925325,"1",2,381,"0"
2,"0",567209.114421474,"1",4,170,"1"
3,"0",925437.716241778,"1",5,450,"0"
20,"0",513063.907639631,"1",4,169,"1"
23,"0",577974.203889858,"1",3,244,"0"
8,"0",405774.931153216,"1",3,67,"1"
18,"1",592088.628929704,"1",5,240,"1"
36,"0",434801.270681302,"1",4,156,"0"
44,"1",684654.790317025,"0",2,397,"1"
43,"0",364268.688961301,"1",5,101,"1"
28,"1",835476.098876496,"1",4,459,"1"
47,"0",576632.629402889,"1",5,274,"1"
4,"0",721060.295038996,"0",5,295,"0"
9,"0",568785.670264841,"1",4,186,"1"
32,"0",841147.49823501,"1",3,467,"0"
44,"0",343275.447476879,"0",1,117,"1"
36,"0",788354.911217986,"1",3,435,"0"
12,"0",463102.714895862,"1",1,136,"1"
29,"0",628184.18206255,"1",2,296,"1"
42,"0",319558.090550784,"1",5,64,"1"
6,"0",416350.740691446,"0",4,63,"1"
19,"0",856413.06621359,"1",5,434,"0"
17,"0",554879.478521833,"0",4,195,"1"
8,"1",840702.298027596,"1",4,427,"0"
21,"1",633868.286328156,"1",4,298,"0"
16,"0",594663.658385125,"1",2,248,"0"
12,"0",789922.321083171,"1",5,366,"0"
6,"0",895760.221053161,"0",1,455,"1"
0,"1",482588.84021806,"1",2,139,"1"
4,"0",545135.949499185,"1",1,189,"0"
39,"0",418079.957018485,"1",5,133,"1"
29,"1",420809.259384177,"0",5,135,"1"
14,"0",401273.797777817,"0",4,79,"0"
28,"0",748432.502811906,"1",5,362,"1"
3,"0",622293.304225427,"1",2,232,"1"
20,"0",483250.236063037,"0",1,170,"1"
27,"0",385658.846039405,"1",4,98,"0"
46,"0",364245.901686319,"0",3,134,"0"
25,"0",678065.959382,"0",2,323,"1"
19,"0",908172.581425471,"1",2,488,"1"
29,"0",353574.282481872,"0",1,92,"1"
10,"0",540025.81966956,"1",3,184,"0"
46,"0",426196.969310912,"1",5,156,"1"
8,"0",786338.651383348,"1",1,385,"0"
10,"0",495417.133135836,"0",5,124,"1"
12,"0",811399.273086508,"1",1,404,"1"
8,"0",462668.836731325,"0",2,119,"1"
12,"1",588992.32240857,"1",5,234,"0"
40,"0",687623.603979,"0",5,352,"0"
7,"0",657958.925828195,"1",3,269,"0"
34,"0",289282.661374664,"0",1,62,"0"
23,"0",875644.096165856,"0",4,466,"0"
16,"0",526819.159136534,"1",3,188,"0"
21,"0",435298.166193957,"1",3,120,"1"
49,"1",413219.622310572,"0",3,190,"1"
30,"1",491115.31146362,"0",5,201,"0"
21,"1",644734.115501248,"0",3,304,"1"
11,"0",671725.251634092,"1",2,287,"1"
38,"0",635779.257924177,"1",3,314,"1"
31,"0",513280.448152671,"1",5,188,"1"
37,"0",464577.779396383,"0",1,194,"1"
11,"0",663917.912126685,"1",5,257,"1"
46,"0",849774.170916007,"1",3,498,"1"
6,"0",652678.640506269,"1",5,247,"0"
33,"0",466763.583636204,"0",1,188,"1"
18,"0",498938.345981391,"1",3,162,"1"
6,"1",717661.811891007,"0",1,350,"0"
31,"1",742399.963166357,"1",2,410,"1"
4,"0",585160.844901874,"1",1,213,"1"
41,"0",319003.456349919,"1",3,77,"1"
25,"1",804350.811053041,"0",1,460,"0"
4,"0",813602.612892157,"1",4,365,"1"
33,"0",291347.117150963,"0",1,53,"1"
0,"0",976852.770964271,"1",3,487,"1"
30,"1",619149.461320217,"1",5,290,"1"
17,"0",765703.217488188,"0",3,364,"1"
8,"0",871702.457936165,"1",3,436,"0"
15,"1",791052.357104952,"1",2,410,"1"
26,"0",368956.877182556,"0",3,90,"0"
45,"1",761470.282177413,"1",1,465,"1"
38,"1",596220.77847812,"1",3,316,"0"
34,"0",528571.998043755,"1",1,237,"1"
26,"0",685891.51155473,"1",1,349,"0"
40,"0",723332.409080509,"0",2,393,"1"
19,"0",664189.257215971,"1",1,306,"1"
43,"0",769797.74768325,"1",5,423,"0"
16,"0",829082.567817216,"1",4,404,"1"
10,"0",818301.437718323,"1",3,399,"0"
43,"0",683445.609377555,"1",5,345,"1"
9,"0",561522.052393123,"1",1,204,"1"
32,"0",786307.556509189,"1",2,433,"0"
22,"0",459434.123972191,"0",1,157,"1"
16,"0",450270.817336191,"1",5,104,"1"
30,"0",432056.045833119,"1",5,122,"1"
17,"0",893875.060795146,"1",3,464,"1"
22,"1",866606.491593422,"1",3,478,"1"
14,"0",743673.627995621,"1",5,325,"1"
17,"0",648918.150314594,"1",4,268,"1"
21,"0",671068.310028394,"1",2,309,"1"
7,"0",749330.66388969,"1",2,346,"0"
32,"1",478731.91485143,"0",5,195,"0"
14,"1",883201.599440718,"1",1,486,"1"
14,"0",702421.372449125,"1",4,301,"1"
8,"1",740510.009426573,"1",1,372,"0"
27,"1",621310.516243714,"1",5,286,"1"
17,"0",755663.849742274,"1",3,357,"1"
41,"0",395588.900988867,"0",1,161,"0"
19,"0",462100.188194968,"0",5,121,"1"
26,"1",653447.598597938,"1",2,339,"0"
44,"1",351127.305479787,"0",2,138,"1"
15,"0",939909.464800869,"0",3,494,"1"
28,"0",856303.834492674,"1",1,475,"1"
25,"0",693764.83432579,"0",2,336,"1"
7,"1",497047.766154911,"0",2,176,"0"
15,"0",612948.138567754,"1",1,258,"1"
26,"0",326982.36646241,"1",3,58,"0"
35,"1",452627.392089277,"0",5,172,"1"
42,"0",732987.584121722,"1",4,399,"0"
23,"0",447751.265222491,"1",4,126,"1"
13,"0",579140.027493176,"1",4,205,"1"
15,"0",721209.988706232,"1",2,342,"0"
16,"0",476062.394601564,"1",4,133,"1"
49,"0",415406.256859163,"0",1,194,"0"
18,"1",805278.07409747,"0",1,435,"1"
30,"0",398687.883603513,"1",4,104,"1"
42,"1",499705.043605298,"1",1,256,"1"
17,"0",671420.250848884,"1",4,286,"1"
13,"1",673490.415741479,"1",5,302,"0"
34,"0",690144.328540476,"0",1,371,"0"
31,"0",433631.133747323,"1",4,144,"0"
17,"1",570294.537632756,"1",3,237,"1"
19,"0",518654.809711856,"0",2,198,"0"
26,"0",548099.49072767,"1",2,225,"1"
25,"0",701671.768106208,"1",5,328,"0"
6,"0",537720.10826243,"1",1,189,"0"
37,"0",466722.706042592,"1",5,166,"1"
7,"0",933678.383503405,"1",1,496,"0"
40,"0",795127.836885305,"1",1,466,"0"
49,"0",331097.325885,"1",3,114,"0"
13,"1",802104.316413973,"1",3,407,"1"
32,"0",553534.427308975,"0",4,229,"1"
46,"0",510775.502625918,"1",5,220,"1"
26,"0",906120.36290821,"0",3,494,"1"
42,"1",576142.385067769,"1",1,315,"1"
39,"0",593341.37076839,"1",4,276,"1"
26,"0",427644.079110184,"1",5,110,"1"
45,"0",612087.68736889,"1",4,303,"1"
7,"0",551910.170508173,"1",2,184,"1"
38,"0",397846.452805026,"0",2,138,"1"
10,"0",663875.350738853,"1",3,270,"1"
0,"0",680445.399398415,"1",4,261,"0"
27,"0",627890.806399548,"0",4,275,"1"
6,"0",698255.151619438,"1",1,303,"1"
22,"0",399384.622395193,"1",5,88,"0"
32,"0",751184.55785617,"0",5,373,"1"
2,"0",966464.208273018,"1",5,469,"1"
30,"0",726739.694943458,"1",3,375,"0"
18,"0",538058.48788947,"1",1,218,"0"
50,"0",308533.196575032,"1",3,90,"1"
35,"0",758123.986240639,"1",4,391,"1"
30,"0",393661.543694446,"1",3,108,"1"
24,"0",619336.71810197,"1",1,282,"1"
29,"0",822108.705113757,"0",5,431,"0"
40,"1",766540.536603087,"1",2,460,"0"
37,"0",715558.508045837,"1",2,379,"1"
21,"0",717474.495188023,"1",2,354,"0"
25,"0",664373.464433867,"1",4,298,"1"
41,"0",477783.990439193,"1",5,184,"1"
17,"0",578881.34128952,"1",1,237,"1"
23,"0",624337.607223788,"1",3,271,"1"
31,"1",605013.233051034,"1",1,321,"0"
46,"0",261630.826200495,"0",1,60,"1"
32,"0",624123.318009746,"0",4,293,"0"
29,"0",633544.294111779,"1",3,300,"0"
7,"0",474447.690095409,"1",3,127,"0"
10,"1",534146.655783537,"1",3,203,"0"
19,"0",782791.784286972,"0",4,384,"0"
41,"0",575999.442190841,"1",2,282,"1"
50,"1",427510.187236459,"1",2,213,"1"
38,"0",710503.479379828,"0",3,380,"0"
8,"0",546411.802802161,"0",4,166,"1"
19,"0",360754.204816624,"0",2,76,"0"
14,"0",723310.587575031,"1",1,350,"0"
23,"0",393105.377348303,"1",5,87,"0"
41,"0",417348.15902316,"1",5,146,"0"
16,"0",482026.479091259,"0",2,161,"0"
14,"0",883889.254764632,"1",1,465,"1"
32,"0",690755.782192044,"1",1,356,"1"
12,"1",925934.452970706,"1",4,491,"1"
43,"0",640429.440315874,"1",2,345,"0"
4,"0",424759.659190678,"0",3,74,"1"
46,"1",421095.033475553,"0",2,208,"0"
11,"0",931300.632293149,"1",5,472,"0"
32,"0",322306.070842774,"1",3,68,"0"
43,"0",366967.891937865,"1",3,117,"1"
39,"0",670286.745941471,"1",3,341,"1"
36,"0",833218.831921558,"1",1,475,"1"
47,"0",472566.682918018,"1",2,216,"1"
33,"0",509991.946573201,"0",2,212,"1"
38,"0",576694.713533578,"1",5,252,"1"
39,"1",580168.566911205,"1",1,311,"1"
30,"1",729221.774613304,"1",5,384,"0"
28,"0",779026.583885703,"1",2,408,"1"
13,"0",629120.392009853,"1",4,244,"1"
35,"0",479750.625530874,"1",4,178,"1"
38,"0",507845.635866437,"1",3,215,"1"
19,"0",432950.809204508,"0",2,131,"0"
4,"1",882030.722885178,"1",4,440,"1"
4,"0",938138.625283985,"1",3,468,"1"
27,"0",857945.807440539,"0",4,460,"0"
14,"0",464820.906316669,"1",4,129,"0"
20,"0",883295.140147786,"1",3,472,"0"
41,"0",371138.677108644,"0",3,117,"1"
31,"0",631094.547888222,"1",4,296,"0"
49,"0",278514.170539945,"0",2,81,"0"
44,"0",739077.281209257,"1",4,399,"1"
33,"1",754373.458867161,"0",2,424,"1"
2,"0",516184.561582043,"1",3,148,"0"
35,"0",884052.069115447,"1",3,498,"1"
23,"1",804071.773256865,"1",5,416,"1"
7,"0",885429.596396287,"1",5,428,"0"
39,"0",290609.707196301,"1",4,52,"0"
40,"0",664997.604133175,"1",1,355,"1"
4,"0",832669.767017361,"1",5,370,"1"
2,"0",663868.958818362,"0",2,268,"0"
24,"0",731679.066070456,"1",2,364,"1"
40,"0",544023.867174308,"1",2,256,"1"
21,"0",844967.259342834,"0",4,427,"1"
43,"0",518975.449650298,"1",2,252,"0"
0,"1",567246.66798304,"0",2,203,"1"
1,"0",989245.408650807,"1",5,485,"1"
43,"1",286902.035788714,"0",4,70,"1"
1,"0",731302.347518895,"0",1,326,"0"
33,"0",813886.64958834,"1",5,425,"1"
50,"0",281048.268570657,"0",1,93,"0"
48,"0",270778.804796962,"0",2,72,"0"
28,"0",653042.588653265,"0",5,299,"0"
35,"1",829888.922721766,"0",2,487,"1"
45,"0",349810.369294788,"1",4,102,"1"
3,"0",881152.257411268,"0",2,430,"1"
30,"1",665097.796006536,"1",2,358,"0"
15,"0",881735.2921609,"1",5,434,"1"
31,"0",409018.784618436,"0",1,148,"0"
25,"0",755613.924433911,"1",4,377,"0"
19,"0",822801.181900038,"1",2,431,"0"
18,"0",348506.535069504,"1",3,58,"0"
45,"1",370604.225269112,"0",4,150,"0"
45,"0",340792.72130076,"0",2,110,"1"
38,"1",572412.841109332,"1",1,303,"1"
43,"0",796150.317480662,"0",4,451,"0"
49,"0",490414.876003778,"1",4,220,"1"
12,"0",693927.991743031,"1",2,307,"1"
29,"0",429899.530511697,"0",2,143,"1"
23,"0",774645.755794279,"1",1,401,"1"
3,"0",605031.038731156,"0",2,226,"0"
10,"0",864514.891205015,"1",2,433,"1"
14,"0",499914.329132943,"1",4,146,"1"
47,"0",573360.792667485,"1",1,302,"1"
40,"1",383929.919050754,"0",4,140,"1"
5,"0",954827.391054084,"1",5,477,"0"
27,"0",604346.045390434,"0",4,256,"1"
14,"0",837586.428721227,"1",2,420,"1"
23,"0",437560.215173099,"0",4,120,"1"
20,"0",443903.360632237,"1",4,116,"1"
30,"0",494534.398402649,"0",2,194,"1"
12,"1",808147.468444189,"1",2,426,"0"
16,"1",752371.072184757,"0",2,383,"1"
19,"0",734219.789465957,"0",4,348,"0"
13,"0",428346.436989734,"0",3,96,"1"
4,"1",712207.845723487,"1",5,301,"1"
28,"0",408956.744107523,"1",3,115,"1"
42,"1",441035.849197814,"1",3,206,"0"
44,"0",451000.593492899,"1",1,201,"1"
5,"0",615671.047587783,"0",1,238,"1"
39,"0",435868.431495521,"0",2,179,"0"
32,"0",308139.851195894,"0",1,73,"0"
14,"0",554166.077754087,"1",1,221,"0"
5,"1",679595.957701473,"1",3,294,"1"
44,"0",838706.461269844,"1",3,492,"0"
9,"0",736140.597672762,"1",3,324,"1"
44,"0",801281.242667696,"1",4,448,"1"
27,"0",589654.456669318,"0",2,261,"1"
46,"0",771645.693158146,"1",2,445,"1"
14,"0",495571.174432391,"1",2,158,"1"
12,"0",828418.549938348,"1",3,411,"0"
41,"0",510651.928754816,"1",4,217,"1"
19,"0",828261.911518101,"1",4,409,"1"
12,"0",392016.624967905,"1",1,90,"0"
45,"1",620515.252646053,"1",1,366,"0"
18,"0",528546.213029993,"1",3,185,"1"
20,"1",768169.006666722,"1",5,382,"1"
50,"1",698529.626547729,"1",2,421,"1"
15,"0",924798.232571786,"1",2,491,"1"
28,"0",520934.481122553,"0",2,219,"0"
29,"0",332221.418344613,"1",3,58,"1"
6,"1",867274.902214003,"1",5,435,"0"
16,"0",741765.764226609,"1",1,360,"1"
49,"0",567096.724386228,"1",5,271,"1"
46,"0",392587.175488311,"1",4,146,"0"
47,"1",649011.729044946,"0",3,368,"1"
23,"1",485607.786637638,"0",4,178,"1"
27,"0",598861.707887165,"1",4,251,"1"
49,"0",335238.30795405,"0",1,123,"1"
0,"0",621691.445242896,"1",5,209,"0"
32,"0",360470.61817127,"0",1,102,"1"
7,"0",533770.433078814,"1",3,173,"0"
11,"0",721105.963687822,"1",2,335,"0"
46,"0",640000.029418443,"1",2,343,"1"
5,"0",441882.061804276,"1",2,97,"1"
30,"1",772909.700758954,"1",5,417,"0"
20,"0",624565.110666453,"0",4,265,"0"
41,"0",686277.376382364,"1",5,353,"0"
13,"0",732749.801162401,"1",4,332,"0"
37,"0",742018.551398401,"1",3,392,"1"
44,"0",427811.532923249,"0",3,167,"1"
34,"1",590519.980218565,"0",1,308,"1"
15,"1",363297.054445159,"0",3,74,"1"
26,"0",831519.394347867,"1",5,421,"1"
33,"0",455136.740818018,"1",5,158,"0"
8,"0",402157.760115116,"1",3,74,"0"
11,"0",383018.038689972,"1",1,72,"1"
48,"0",593463.499636625,"0",1,329,"0"
2,"1",633284.751591513,"0",5,237,"1"
32,"0",915007.766023604,"0",5,499,"1"
28,"0",863895.650861452,"1",3,466,"1"
36,"0",767079.588570366,"1",2,428,"0"
50,"0",337501.909927894,"1",3,111,"1"
19,"0",372302.48897229,"0",1,92,"0"
43,"0",457686.754391759,"1",5,173,"1"
43,"0",596301.17064141,"1",4,287,"1"
50,"1",432225.136372423,"0",2,224,"0"
6,"0",837108.764085917,"1",4,385,"1"
33,"0",750776.681788388,"0",5,375,"1"
2,"0",788905.39960857,"0",4,349,"0"
33,"0",560031.325515134,"0",3,245,"1"
21,"0",759249.39240335,"1",1,392,"0"
27,"1",370392.104612859,"0",5,92,"1"
30,"0",708050.056525987,"1",4,352,"0"
40,"0",456069.748594455,"0",4,182,"0"
39,"0",741040.552964126,"0",2,413,"0"
21,"0",898581.320099691,"1",1,493,"1"
22,"0",804437.922426436,"1",4,409,"0"
34,"0",784697.780899889,"1",2,427,"1"
45,"0",567170.448734128,"0",1,293,"1"
1,"1",584060.440573724,"1",4,203,"1"
21,"0",868677.023789345,"1",3,463,"0"
16,"0",841189.557752558,"1",2,428,"1"
1,"1",914326.748885329,"0",5,450,"1"
19,"0",473549.10105355,"1",4,136,"1"
43,"1",478295.560005151,"1",5,212,"1"
34,"1",325213.532080362,"0",4,90,"0"
28,"1",543737.326142548,"1",3,243,"1"
37,"0",325431.388504685,"1",4,76,"0"
19,"0",670182.511316283,"1",2,314,"0"
31,"0",665853.318702171,"0",2,337,"0"
26,"0",706631.218120152,"0",2,347,"1"
13,"0",761935.629115622,"0",5,347,"0"
24,"1",329927.088933265,"0",4,71,"0"
45,"0",343208.582555102,"1",4,97,"1"
50,"0",561113.007959784,"1",5,268,"1"
18,"0",886446.371064997,"1",4,462,"0"
18,"0",688117.704753422,"1",3,316,"0"
47,"0",478204.612700809,"1",5,197,"1"
45,"0",322107.456658872,"1",5,73,"1"
18,"0",542699.093163653,"1",5,190,"0"
32,"1",758144.540790352,"1",4,417,"0"
8,"0",545681.876336522,"1",3,175,"1"
41,"0",722285.021144285,"0",2,395,"1"
18,"0",337126.541454231,"0",1,53,"1"
34,"0",383763.448279637,"0",2,127,"0"
26,"0",329359.912729782,"0",2,58,"1"
13,"0",567225.644006014,"1",2,211,"1"
44,"0",269499.906844975,"0",1,70,"0"
29,"0",413704.539254612,"1",5,106,"1"
28,"0",783572.09014543,"1",5,389,"1"
27,"1",354217.761115204,"0",4,95,"0"
20,"0",468995.316921849,"0",5,138,"0"
8,"0",686257.210445321,"1",1,309,"0"
8,"0",935734.322065243,"1",3,484,"0"
1,"0",415139.729467474,"1",5,52,"0"
14,"0",448343.695386111,"0",2,121,"1"
44,"1",307994.617112535,"0",2,116,"0"
23,"0",683397.796492188,"0",4,308,"1"
14,"0",372840.478706297,"0",1,71,"1"
24,"0",640748.034754502,"1",5,270,"1"
18,"0",423227.755905537,"1",5,89,"1"
2,"0",834641.635536348,"1",1,408,"0"
2,"0",709698.378061526,"1",3,287,"1"
39,"1",577587.525558876,"0",1,310,"1"
30,"0",587185.07144333,"1",2,266,"1"
41,"0",409093.815683643,"0",4,138,"1"
32,"0",492541.721189133,"1",4,191,"0"
4,"0",655301.850958846,"1",4,241,"1"
3,"0",397786.258911011,"0",2,67,"0"
39,"0",767019.616048135,"1",3,417,"1"
23,"1",890562.772821514,"1",3,498,"1"
32,"0",793288.648350173,"1",5,406,"1"
12,"0",524758.59116804,"1",3,179,"0"
48,"0",533475.819712532,"1",2,266,"1"
3,"0",552487.024830587,"0",3,170,"1"
49,"1",450821.83003898,"1",2,226,"1"
21,"0",492599.127363719,"0",2,171,"1"
29,"0",379176.591578182,"1",5,81,"1"
30,"0",498496.361308663,"1",4,182,"1"
17,"0",520764.522674614,"1",1,202,"0"
6,"0",713774.724693973,"1",2,306,"1"
26,"0",694534.424180446,"1",1,348,"1"
5,"0",413064.546048648,"1",3,65,"1"
39,"0",462595.084811728,"1",3,182,"1"
42,"0",380935.937254317,"0",1,142,"1"
15,"0",588170.046315081,"0",3,233,"0"
29,"0",393531.629104314,"1",3,106,"1"
9,"0",842143.743133694,"1",4,398,"1"
20,"0",820872.027215349,"1",3,413,"1"
45,"0",460708.837406678,"1",4,196,"0"
6,"0",801475.245573559,"1",3,376,"0"
45,"0",458850.26177091,"1",4,196,"0"
32,"1",325914.15559291,"0",1,99,"1"
34,"0",849101.242642124,"1",5,453,"1"
34,"0",643805.481088074,"1",3,311,"1"
41,"1",441737.721046123,"1",3,204,"0"
16,"0",707112.556929497,"0",3,327,"0"
20,"0",774389.882066215,"1",1,404,"0"
49,"0",593836.260299625,"0",2,314,"1"
4,"0",946639.766638757,"0",5,469,"0"
11,"1",885317.836729992,"1",5,450,"1"
9,"0",414611.267995073,"1",4,71,"1"
24,"0",759051.214998154,"1",4,369,"1"
48,"0",646234.496097904,"1",1,369,"0"
34,"0",589676.413638734,"1",4,269,"0"
18,"0",848431.276201456,"1",4,424,"1"
17,"0",795751.792946371,"1",3,397,"0"
18,"0",591738.459548359,"1",4,224,"1"
38,"0",747297.71929458,"1",1,414,"1"
47,"0",813777.404951305,"1",4,473,"0"
37,"0",431677.631816152,"0",3,153,"1"
34,"0",332853.577555836,"1",5,55,"1"
48,"0",473707.992499048,"0",2,220,"1"
35,"0",615144.562691444,"1",5,275,"1"
49,"0",794611.425418118,"1",4,453,"1"
6,"1",806874.960770507,"1",2,402,"1"
39,"0",720231.358994439,"0",1,396,"1"
44,"1",784245.80274841,"1",1,480,"1"
7,"0",688462.540832311,"1",3,292,"0"
12,"0",424702.814379039,"0",2,99,"1"
36,"1",514592.440703046,"0",2,246,"1"
44,"0",512435.545275552,"1",2,249,"0"
21,"0",849444.284420109,"0",2,446,"1"
46,"1",396720.231334867,"0",2,180,"1"
8,"0",498892.148444339,"1",3,138,"1"
32,"0",334408.732501562,"1",5,52,"1"
19,"0",532840.520885475,"1",1,206,"1"
49,"1",339007.478677819,"0",3,133,"1"
46,"0",456399.915425341,"0",3,204,"0"
16,"0",754768.36670945,"1",4,346,"1"
23,"0",814627.314628167,"1",5,401,"1"
29,"0",517881.150192332,"1",4,205,"0"
28,"0",753185.398722694,"1",1,406,"0"
33,"0",856060.169847711,"1",5,456,"1"
40,"0",721717.107065527,"1",1,399,"1"
33,"0",463604.517722409,"0",1,184,"1"
37,"0",425913.226183153,"1",3,149,"1"
1,"1",558875.251352269,"0",2,199,"1"
14,"0",867458.913416406,"0",1,451,"1"
48,"0",257312.868467854,"0",1,60,"1"
15,"0",787336.116713308,"0",3,376,"1"
30,"0",761502.410521782,"0",5,387,"0"
1,"0",805079.033726302,"1",2,375,"0"
12,"0",475604.905458132,"1",4,122,"1"
31,"1",644228.059590094,"1",3,327,"1"
19,"0",494413.649002767,"1",3,160,"1"
45,"0",643442.332582843,"1",1,351,"1"
26,"0",837801.572558318,"0",2,459,"0"
19,"0",675068.999947375,"1",4,292,"1"
22,"0",899014.682661231,"1",3,489,"0"
34,"0",829791.888962426,"0",1,478,"0"
0,"1",694355.414587248,"1",1,309,"1"
13,"0",428561.63045573,"1",1,121,"0"
31,"1",698872.8171651,"0",3,370,"1"
39,"0",678330.658378591,"1",1,364,"1"
46,"0",265596.028791234,"0",2,55,"1"
6,"0",603442.775608799,"0",1,230,"1"
49,"1",648765.771624154,"1",1,398,"0"
16,"1",862228.363909534,"1",2,468,"1"
44,"0",692799.037559372,"1",5,366,"0"
0,"0",488741.537268119,"1",3,113,"1"
28,"0",853127.750098638,"0",2,466,"1"
31,"0",421631.115880161,"0",2,150,"0"
9,"0",451929.600285801,"1",2,122,"0"
40,"0",491104.168530468,"1",3,208,"1"
36,"0",804267.20189349,"1",2,444,"1"
21,"1",618749.99630148,"1",5,269,"1"
20,"0",562404.953953686,"1",5,199,"1"
50,"0",798333.713651362,"1",2,475,"1"
30,"0",838707.647648045,"1",5,437,"1"
12,"1",505984.214644211,"1",2,185,"1"
14,"1",801675.795666278,"1",2,424,"0"
25,"0",411944.273288412,"1",5,95,"1"
10,"0",871523.095208894,"1",5,424,"0"
30,"1",485003.162415139,"0",4,194,"1"
5,"1",871970.169987505,"1",1,459,"1"
38,"0",276172.805961208,"0",1,60,"0"
8,"0",774652.859856282,"1",3,350,"1"
4,"1",468569.134022875,"1",5,113,"1"
24,"0",876599.581812452,"0",4,458,"1"
25,"0",516024.285639683,"1",5,184,"0"
28,"0",726544.590932903,"1",5,346,"1"
42,"0",601932.022927406,"1",2,313,"0"
1,"0",903634.021560071,"1",1,449,"1"
16,"1",768101.43572496,"1",1,403,"1"
27,"1",432547.348255218,"0",2,163,"1"
7,"0",651989.573018975,"1",1,270,"1"
8,"0",879726.771651546,"1",1,447,"1"
2,"0",590704.012452658,"1",4,198,"0"
1,"0",819488.716674985,"1",3,368,"1"
14,"0",683306.804757336,"1",1,320,"0"
28,"1",407136.425196747,"0",1,153,"1"
9,"1",479662.2978753,"1",4,152,"0"
18,"1",385573.749318045,"0",5,83,"1"
25,"0",727307.440738193,"1",3,354,"1"
13,"0",439199.21926956,"1",4,96,"1"
30,"0",869471.213254972,"1",3,484,"0"
26,"0",599204.799265282,"1",1,282,"0"
33,"0",697244.548734061,"1",5,344,"0"
11,"0",664195.241177656,"1",3,283,"0"
0,"1",610227.541425109,"1",4,222,"1"
27,"0",786644.891801856,"1",2,412,"1"
29,"0",823966.729099391,"1",1,463,"0"
33,"1",339198.509659846,"0",5,91,"0"
49,"1",598370.455969404,"1",1,348,"1"
47,"0",491519.767255043,"0",1,248,"0"
32,"0",374520.203724737,"1",3,107,"0"
42,"1",468592.034396223,"0",5,202,"1"
